pair_index,controller,scenario,evaluation_seed,state_estimation_mode,latency_compensation,contact_allocation,initial_state_fingerprint,initial_command_fingerprint,push_schedule_fingerprint,state_age_mean_ms,state_age_p95_ms,state_age_max_ms,compensation_horizon_p95_ms,compensation_applied_ratio,compensation_rejected_ratio,action_delay_steps,state_delay_steps,sensor_noise_scale,state_estimator_seed,base_mass_scale,damping_scale,friction_scale,actuator_strength_scale,success,episode_steps,episode_duration_s,velocity_rmse_mps,pitch_rmse_deg,max_abs_pitch_deg,height_rmse_mm,normalized_torque_rms,mean_abs_mechanical_power_w,torque_saturation_ratio,residual_action_rms,residual_action_delta_rms,mean_residual_longitudinal_force_n,mean_residual_vertical_force_n,four_wheel_contact_ratio,undesired_contact_steps,mean_reward,solve_p95_ms,allocation_solve_p95_ms,allocation_solve_p99_ms,allocation_constraint_violation_max,allocation_force_error_rms_n,allocation_moment_error_rms_nm,contact_force_model_error_rms_n,contact_moment_model_error_rms_nm,contact_force_tracking_error_rms_n,contact_moment_tracking_error_rms_nm,contact_wrench_physics_samples_min,contact_wrench_physics_samples_max,allocation_converged_ratio,allocation_feasible_nonconverged_ratio,allocation_fallback_ratio,allocation_wrench_limited_ratio,allocation_no_contact_ratio,allocation_legacy_ratio,allocation_not_run_ratio,raw_position_estimation_rmse_m,control_position_estimation_rmse_m,raw_pitch_estimation_rmse_deg,control_pitch_estimation_rmse_deg,raw_velocity_estimation_rmse_mps,control_velocity_estimation_rmse_mps,partial_contact_ratio
13,D1 LQR+VMC,randomized,134,oracle,none,constrained,2f3f88873b85c2751b2ac22a3910bf026d617086ba9b44fde85d029dae4cf514,e5aa3494343ca1e2e74a96e6584c51d67767c742dba2d2414bc3e277645502c2,f03d89cac34314e61f5c270e426b71ade1f0844863ed84f254891163c941b6d3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.1130639464762684,1.0269182989567793,1.0037205315584476,1.0060237377134706,1,600,6.0,0.2036117877248884,2.936270689115157,4.714879925956808,8.88758435588369,0.19475753033310841,61.257391923408214,0.0,0.0,0.0,0.0,0.0,0.9516666666666667,0,3.5609000566739057,0.0,2.8724718999001198,3.298174369820116,4.638203301113416e-11,39.2556991618013,6.553208221086145,55.92356016767195,11.670996118572052,68.4693091058004,12.718278940907345,5,5,0.995,0.005,0.0,0.06333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04833333333333333
14,D1 LQR+VMC,randomized,135,oracle,none,legacy,9274bf88edb30a532d7df77b01d98641b4421ee00133e497b252da55a709f37c,fab0fc12d16737fe6eb716cd2a5f6c6fc87baa068da5b69d3acc7c61a7d47e9b,7b1b420598fcad7dfdc9343bfdbaa71affa55955eba91962677657568b870a00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0206111294275515,0.9263370497375614,1.235489406189609,1.0474239035632644,1,600,6.0,0.3352562856233223,1.332274375255497,4.447933115261995,7.657588690842309,0.21594590150683385,115.89784698557594,0.0,0.0,0.0,0.0,0.0,0.9716666666666667,0,3.4112815004485677,0.0,0.2544421507082006,0.27768543016463804,0.0,2.1491136615714582e-13,66.75925311914875,127.8600855420013,38.87004644866608,127.8600855420013,29.24408303983485,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028333333333333332
14,D1 LQR+VMC,randomized,135,oracle,none,constrained,9274bf88edb30a532d7df77b01d98641b4421ee00133e497b252da55a709f37c,fab0fc12d16737fe6eb716cd2a5f6c6fc87baa068da5b69d3acc7c61a7d47e9b,7b1b420598fcad7dfdc9343bfdbaa71affa55955eba91962677657568b870a00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0206111294275515,0.9263370497375614,1.235489406189609,1.0474239035632644,1,600,6.0,0.3069136069693752,2.780282793066093,5.926228764919586,7.7533253317253035,0.22081418643911518,85.53375936336012,0.0,0.0,0.0,0.0,0.0,0.87,0,3.503152465570143,0.0,2.9551096999057336,3.0949365894866783,5.138532834898384e-11,52.035715570968016,5.875183709378941,51.48007306223426,11.358556910885584,72.00956249270946,12.708625292921347,5,5,0.995,0.0016666666666666668,0.0,0.14166666666666666,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12833333333333333
15,D1 LQR+VMC,randomized,136,oracle,none,legacy,0b6b040113c637c45260d746bee58cf4786056d8971589861f23f4c48f7afdd8,aa3c03f2dc321410810d0d3c01d85cd887d66914cbe53aeb68451c11b9feb39d,9d8343864ff393c6b462aeca5f7bdf27063912f264cf7b77c22bdedae80afdb7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9280372446023853,0.8316009993033402,0.7257125674497298,0.9243368589466237,1,600,6.0,0.29191617464384056,1.6974353418066042,4.4998051688948495,10.226852249787195,0.2844049441903917,440.67203244105195,0.0,0.0,0.0,0.0,0.0,0.5916666666666667,0,3.3467838998616783,0.0,0.24778440010777555,0.2700571497643977,0.0,2.232557493577235e-13,66.53321790123009,155.55781695060207,46.93794202134706,155.55781695060205,33.54117423600851,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4083333333333333
15,D1 LQR+VMC,randomized,136,oracle,none,constrained,0b6b040113c637c45260d746bee58cf4786056d8971589861f23f4c48f7afdd8,aa3c03f2dc321410810d0d3c01d85cd887d66914cbe53aeb68451c11b9feb39d,9d8343864ff393c6b462aeca5f7bdf27063912f264cf7b77c22bdedae80afdb7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9280372446023853,0.8316009993033402,0.7257125674497298,0.9243368589466237,1,600,6.0,0.17867077051275912,2.45820388749175,4.021651606206311,14.308764970271293,0.28058453674682915,360.20861900572896,0.0096875,0.0,0.0,0.0,0.0,0.12333333333333334,0,3.5604329140364506,0.0,3.340304450102848,4.710563039798216,1.4120772062653194e-09,122.58778153006813,16.406489691105715,87.10557782721915,24.210266153972988,150.26816619100725,25.81706150519836,5,5,0.9733333333333334,0.023333333333333334,0.0,0.5933333333333334,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8733333333333333
16,D1 LQR+VMC,randomized,137,oracle,none,legacy,2a4f67a308a95fe4a03ab4b2f96a51ca60bd1a5ee8d23757a0cc05febe27da7d,06841b06f017018e694a03c665f528c6a3027297860f2640785ac8eab21d8721,15051614010a2ae4b6a6f27d61cdddf53d0c43f3d7063c62c0349becbca3ec8c,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0888000513445704,0.9237705849939278,0.9275175429514981,0.9750643930020666,1,600,6.0,0.5776117767176482,2.217082441457275,5.502543291193762,11.37596237806119,0.264954718511878,249.67669591354812,0.000625,0.0,0.0,0.0,0.0,0.8333333333333334,0,2.921608445769529,0.0,0.23344839946730633,0.2619072400921141,0.11111682938077543,3.3955267152360933,65.76134338452087,141.77517424560156,41.42210412069088,141.91579955481134,31.021391915325864,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
16,D1 LQR+VMC,randomized,137,oracle,none,constrained,2a4f67a308a95fe4a03ab4b2f96a51ca60bd1a5ee8d23757a0cc05febe27da7d,06841b06f017018e694a03c665f528c6a3027297860f2640785ac8eab21d8721,15051614010a2ae4b6a6f27d61cdddf53d0c43f3d7063c62c0349becbca3ec8c,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0888000513445704,0.9237705849939278,0.9275175429514981,0.9750643930020666,1,600,6.0,0.3338688750687287,2.1197866318774703,5.338310065730564,14.419504852067037,0.2840998057948508,349.6984650226605,0.0069791666666666665,0.0,0.0,0.0,0.0,0.4083333333333333,0,3.471585096138574,0.0,4.057159550029608,5.553194399217317,1.7550119671825828e-10,85.63792547067723,12.873548655858224,89.47587822600636,25.327308275698503,122.1729540342807,27.320817062607635,5,5,0.9833333333333333,0.016666666666666666,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916666666666667
17,D1 LQR+VMC,randomized,138,oracle,none,legacy,a87196d591cd1b124fae75e15168ddbcee919ea14b4c8dd66ebe93aceddffb99,69fc3f8b5a24da730923cc3f9b8ed89d42e9bf1e571ebe5dfd998b4c85716a46,729cd1b1287ed549be8fc6fb62294df13f57ba99a05fb347e17c746e74f86983,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0260864405663987,1.1534392747267768,1.014310206220799,1.037683491019551,1,600,6.0,0.27924581132711895,1.1083954387190518,3.6208648182442187,14.400527927638601,0.21440896219217398,85.86698723662522,0.0,0.0,0.0,0.0,0.0,0.98,0,3.4736266501234105,0.0,0.34412405029797805,0.5516540301232453,0.0,1.96400704885635e-13,66.4105315805679,129.36518460374796,38.34374506255114,129.36518460374796,29.084925518796666,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018333333333333333
17,D1 LQR+VMC,randomized,138,oracle,none,constrained,a87196d591cd1b124fae75e15168ddbcee919ea14b4c8dd66ebe93aceddffb99,69fc3f8b5a24da730923cc3f9b8ed89d42e9bf1e571ebe5dfd998b4c85716a46,729cd1b1287ed549be8fc6fb62294df13f57ba99a05fb347e17c746e74f86983,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0260864405663987,1.1534392747267768,1.014310206220799,1.037683491019551,1,600,6.0,0.23159764470709476,2.0687813114854383,4.520394818726555,11.662668229192771,0.20136144240375864,53.32944747096907,0.0,0.0,0.0,0.0,0.0,0.9116666666666666,0,3.5929650142277874,0.0,3.1546934004381906,3.465563289801139,6.109028532503218e-12,52.08304546566517,4.321708687942021,54.29196226701797,9.590117118916655,72.58083538037616,10.7916381387649,5,5,0.9916666666666667,0.0016666666666666668,0.0,0.095,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
18,D1 LQR+VMC,randomized,139,oracle,none,legacy,4b9ec66fd21703f032f7919791f719bdd8cad769b2c0ffb23f9e4c336830904e,cee5681ffa8f68cc5bc77403c32637cc51c3383a36191b1f9e5b3a09255b2f07,99100d21a62e412c272d14402a60d3ff76f4e822f90d2c87d13edec41131a577,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9916877504478899,1.0601320918636594,0.7421981782903972,0.8648196297883745,1,600,6.0,0.16748986506100322,0.6669541005245414,1.9129628343833205,14.724061070333434,0.21143233628994862,97.2168460153108,0.0,0.0,0.0,0.0,0.0,0.9933333333333333,0,3.6634663596396324,0.0,0.25378969980920374,0.27218633053053054,0.0,1.9627997981002122e-13,65.32735165745454,125.86934816702995,37.717464534417786,125.86934816702995,28.471267183312023,5,5,0.0,0.0,0.0,0.9983333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666666666667
18,D1 LQR+VMC,randomized,139,oracle,none,constrained,4b9ec66fd21703f032f7919791f719bdd8cad769b2c0ffb23f9e4c336830904e,cee5681ffa8f68cc5bc77403c32637cc51c3383a36191b1f9e5b3a09255b2f07,99100d21a62e412c272d14402a60d3ff76f4e822f90d2c87d13edec41131a577,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.9916877504478899,1.0601320918636594,0.7421981782903972,0.8648196297883745,1,600,6.0,0.16232443095861507,2.291069537739966,4.132551193544413,17.624943412088953,0.26426558019586965,309.0137691829261,0.0103125,0.0,0.0,0.0,0.0,0.20833333333333334,0,3.5370300417805076,0.0,3.181020600004558,4.262926529727336,2.4635628009741767e-10,92.82685529067935,13.880915867626477,81.67675073577546,22.204009951877534,122.97449881203485,23.68519802577203,5,5,0.9833333333333333,0.016666666666666666,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916666666666666
19,D1 LQR+VMC,randomized,140,oracle,none,legacy,7f74dc97c251ce37e5b136b179604fb1dd6e68ab42d433bae40fd0f98cb78ec7,e97a194402d605c4f51a77c2b32c740b3d5ffbeb57c2eb9a787edc464822d293,4e4390bfd2fd54eb18376807d7e6eb4ee461c11ab733b2815732cdfc43e7ad37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,1.0468764109858262,1.0796083124508884,1.1096043279598042,0.8946372269760438,1,600,6.0,0.3196554019343282,1.4724141047227215,4.101092455520044,12.676816706250984,0.2657860239506885,272.68094811594716,0.0,0.0,0.0,0.0,0.0,0.895,0,3.2838233056583443,0.0,0.2495841496511275,0.2781730601145682,0.0,2.3051868255359434e-13,65.42856469732332,141.3526287466564,41.27952190326617,141.3526287466564,30.956088513805298,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105
