model_id,action_mode,seed,audit_index,num_timesteps,metric,value
shared2_seed31000,shared2,31000,54,28160,train/std,0.12711703777313232
shared2_seed31000,shared2,31000,54,28160,train/approx_kl,0.001691322890110314
shared2_seed31000,shared2,31000,54,28160,train/clip_fraction,0.10302734375
shared2_seed31000,shared2,31000,54,28160,train/value_loss,0.0004558957807603292
shared2_seed31000,shared2,31000,54,28160,train/policy_gradient_loss,-0.002600604697363451
shared2_seed31000,shared2,31000,54,28160,train/explained_variance,-1.140559434890747
shared2_seed31000,shared2,31000,55,28672,train/std,0.12681570649147034
shared2_seed31000,shared2,31000,55,28672,train/approx_kl,0.005481981672346592
shared2_seed31000,shared2,31000,55,28672,train/clip_fraction,0.03369140625
shared2_seed31000,shared2,31000,55,28672,train/value_loss,0.0005150008291820996
shared2_seed31000,shared2,31000,55,28672,train/policy_gradient_loss,-0.00038300728192552924
shared2_seed31000,shared2,31000,55,28672,train/explained_variance,-1.2481906414031982
shared2_seed31000,shared2,31000,56,29184,train/std,0.12652458250522614
shared2_seed31000,shared2,31000,56,29184,train/approx_kl,0.0071802157908678055
shared2_seed31000,shared2,31000,56,29184,train/clip_fraction,0.1328125
shared2_seed31000,shared2,31000,56,29184,train/value_loss,0.00031919207958708284
shared2_seed31000,shared2,31000,56,29184,train/policy_gradient_loss,-0.0011852881871163845
shared2_seed31000,shared2,31000,56,29184,train/explained_variance,-1.2361810207366943
shared2_seed31000,shared2,31000,57,29696,train/std,0.12618856132030487
shared2_seed31000,shared2,31000,57,29696,train/approx_kl,0.005767796188592911
shared2_seed31000,shared2,31000,57,29696,train/clip_fraction,0.1201171875
shared2_seed31000,shared2,31000,57,29696,train/value_loss,0.0004110781956114806
shared2_seed31000,shared2,31000,57,29696,train/policy_gradient_loss,-0.006110459507908672
shared2_seed31000,shared2,31000,57,29696,train/explained_variance,-2.5752453804016113
shared2_seed31000,shared2,31000,58,30208,train/std,0.12596675753593445
shared2_seed31000,shared2,31000,58,30208,train/approx_kl,0.008840352296829224
shared2_seed31000,shared2,31000,58,30208,train/clip_fraction,0.03271484375
shared2_seed31000,shared2,31000,58,30208,train/value_loss,0.0004030591335322242
shared2_seed31000,shared2,31000,58,30208,train/policy_gradient_loss,-0.0019294091907795519
shared2_seed31000,shared2,31000,58,30208,train/explained_variance,0.11446899175643921
shared2_seed31000,shared2,31000,59,30720,train/std,0.12574350833892822
shared2_seed31000,shared2,31000,59,30720,train/approx_kl,0.0040959459729492664
shared2_seed31000,shared2,31000,59,30720,train/clip_fraction,0.0732421875
shared2_seed31000,shared2,31000,59,30720,train/value_loss,0.0004882921275566332
shared2_seed31000,shared2,31000,59,30720,train/policy_gradient_loss,-0.0014372270816238597
shared2_seed31000,shared2,31000,59,30720,train/explained_variance,0.5316474437713623
shared2_seed31000,shared2,31000,60,31232,train/std,0.12559190392494202
shared2_seed31000,shared2,31000,60,31232,train/approx_kl,0.009348271414637566
shared2_seed31000,shared2,31000,60,31232,train/clip_fraction,0.05029296875
shared2_seed31000,shared2,31000,60,31232,train/value_loss,0.0019914017248083837
shared2_seed31000,shared2,31000,60,31232,train/policy_gradient_loss,-0.0004530260630417615
