controller,state_delay_ms,metric,unit,episodes,estimate,ci95_low,ci95_high,delta_vs_0ms,delta_ci95_low,delta_ci95_high,ci_method,delta_ci_method
D1 LQR+VMC,50,compensation_applied_ratio,ratio,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 LQR+VMC,50,compensation_rejected_ratio,ratio,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 LQR+VMC,50,raw_position_estimation_rmse_m,m,30,0.018504703781489735,0.016205982761899988,0.02080342480107948,0.018504703781489735,0.016205982761899988,0.02080342480107948,mean t,paired t
D1 LQR+VMC,50,control_position_estimation_rmse_m,m,30,0.018504703781489735,0.016205982761899988,0.02080342480107948,0.018504703781489735,0.016205982761899988,0.02080342480107948,mean t,paired t
D1 LQR+VMC,50,raw_pitch_estimation_rmse_deg,deg,30,7.709171509127476,6.574231702175116,8.844111316079834,7.709171509127476,6.574231702175116,8.844111316079834,mean t,paired t
D1 LQR+VMC,50,control_pitch_estimation_rmse_deg,deg,30,7.709171509127476,6.574231702175116,8.844111316079834,7.709171509127476,6.574231702175116,8.844111316079834,mean t,paired t
D1 LQR+VMC,50,raw_velocity_estimation_rmse_mps,m/s,30,0.339715587033614,0.30618312560671174,0.37324804846051624,0.33971558703361354,0.3061831256067113,0.3732480484605158,mean t,paired t
D1 LQR+VMC,50,control_velocity_estimation_rmse_mps,m/s,30,0.339715587033614,0.30618312560671174,0.37324804846051624,0.33971558703361354,0.3061831256067113,0.3732480484605158,mean t,paired t
D1 LQR+VMC,50,residual_action_rms,ratio,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 LQR+VMC,50,residual_action_delta_rms,ratio,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 LQR+VMC,50,mean_residual_longitudinal_force_n,N,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 LQR+VMC,50,mean_residual_vertical_force_n,N,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,success,ratio,30,1.0,0.8864866068260312,0.9999999999999999,0.0,0.0,0.0,Wilson score,paired bootstrap
D1 MPC+VMC,0,episode_duration_s,s,30,6.0,6.0,6.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,mean_reward,reward/step,30,3.5615498438158277,3.479522514917953,3.6435771727137025,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,velocity_rmse_mps,m/s,30,0.29177393939329904,0.2573135144218235,0.3262343643647746,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,pitch_rmse_deg,deg,30,1.586153097130535,1.3885160153965375,1.7837901788645327,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,max_abs_pitch_deg,deg,30,4.953816127306386,3.9700678356955663,5.937564418917205,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,height_rmse_mm,mm,30,10.571968404287475,9.708305709834429,11.43563109874052,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,normalized_torque_rms,ratio,30,0.23697055707871245,0.22658104214675662,0.24736007201066829,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,mean_abs_mechanical_power_w,W,30,164.339802321962,117.55357037340835,211.12603427051565,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,torque_saturation_ratio,ratio,30,4.5138888888888894e-05,-1.7565923519825573e-05,0.00010784370129760337,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,four_wheel_contact_ratio,ratio,30,0.8963333333333333,0.850595235105734,0.9420714315609326,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,undesired_contact_steps,steps,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,solve_p95_ms,ms,30,0.3991787665048226,0.3769980849775857,0.4213594480320595,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,state_age_mean_ms,ms,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,state_age_p95_ms,ms,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,state_age_max_ms,ms,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,compensation_horizon_p95_ms,ms,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,compensation_applied_ratio,ratio,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,compensation_rejected_ratio,ratio,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,raw_position_estimation_rmse_m,m,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,control_position_estimation_rmse_m,m,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,raw_pitch_estimation_rmse_deg,deg,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,control_pitch_estimation_rmse_deg,deg,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,raw_velocity_estimation_rmse_mps,m/s,30,5.061631547426352e-16,4.694997624587082e-16,5.428265470265621e-16,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,control_velocity_estimation_rmse_mps,m/s,30,5.061631547426352e-16,4.694997624587082e-16,5.428265470265621e-16,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,residual_action_rms,ratio,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,residual_action_delta_rms,ratio,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,mean_residual_longitudinal_force_n,N,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,0,mean_residual_vertical_force_n,N,30,0.0,0.0,0.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,10,success,ratio,30,1.0,0.8864866068260312,0.9999999999999999,0.0,0.0,0.0,Wilson score,paired bootstrap
D1 MPC+VMC,10,episode_duration_s,s,30,6.0,6.0,6.0,0.0,0.0,0.0,mean t,paired t
D1 MPC+VMC,10,mean_reward,reward/step,30,3.1854090439284524,3.088285902929333,3.2825321849275717,-0.37614079988737453,-0.4395349015588614,-0.3127466982158877,mean t,paired t
